job,marital,education,default,housing,loan,contact,month,day_of_week,emp.var.rate,duration,campaign,pdays,previous,poutcome,age,output,decision
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,30,188,0,failure,0,-0.162007,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4845,30,188,0,failure,1,0.201211,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,28,205,0,failure,0,0.052650,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4860,28,205,0,failure,1,-0.058289,NEGATIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,26,205,1,failure,0,0.052650,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,feb,tue,-3,4938,26,205,1,failure,1,-0.092349,NEGATIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4852,26,204,0,failure,0,0.052650,POSITIVE
admin.,divorced,basic.6y,no,no,no,cellular,jan,tue,-3,4852,26,204,0,failure,1,-0.086439,NEGATIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,26,204,0,failure,0,0.052650,POSITIVE
admin.,divorced,basic.4y,no,no,no,cellular,jan,mon,-3,4767,26,204,0,failure,1,-0.080529,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4751,28,190,1,failure,0,-0.031719,NEGATIVE
entrepreneur,divorced,basic.6y,no,no,no,cellular,mar,tue,-3,4751,28,190,1,failure,1,0.052650,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4720,26,189,0,failure,0,0.052650,POSITIVE
blue-collar,divorced,basic.6y,no,no,no,cellular,jul,tue,-3,4720,26,189,0,failure,1,-0.137019,NEGATIVE
services,divorced,illiterate,no,no,no,cellular,feb,tue,-3,4875,26,189,1,failure,0,0.028838,POSITIVE
services,divorced,illiterate,no,no,no,cellular,feb,tue,-3,4875,26,189,1,failure,1,-0.213472,NEGATIVE
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4906,26,198,2,nonexistent,0,0.052650,POSITIVE
entrepreneur,married,basic.9y,no,no,no,cellular,mar,wed,-2,4906,26,198,2,nonexistent,1,-0.117693,NEGATIVE
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4735,26,192,2,nonexistent,0,0.039413,POSITIVE
housemaid,married,basic.9y,no,no,no,cellular,feb,wed,-2,4735,26,192,2,nonexistent,1,-0.202898,NEGATIVE
