status,month,credit_history,purpose,credit_amount,savings,employment,investment_as_income_percentage,other_debtors,residence_since,property,age,installment_plans,housing,number_of_credits,skill_level,people_liable_for,telephone,foreign_worker,sex,decision
A13,74,A32,A49,15562,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,74,A32,A49,15562,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0
A13,64,A32,A49,15562,A63,A73,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,64,A32,A49,15562,A63,A73,3,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0
A13,64,A32,A49,15562,A63,A73,1,A103,3,A123,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,64,A32,A49,15562,A63,A73,1,A103,3,A123,1,A143,A153,3,A174,1,A192,A202,A92,0
A13,64,A32,A49,16187,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,64,A32,A49,16187,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0
A13,68,A32,A48,15500,A63,A73,1,A103,3,A122,0,A143,A153,3,A173,1,A192,A202,A92,0
A13,68,A32,A48,15500,A63,A73,1,A103,3,A122,1,A143,A153,3,A173,1,A192,A202,A92,0
A13,64,A32,A44,15562,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,64,A32,A44,15562,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0
A13,64,A32,A49,15562,A63,A73,1,A103,3,A122,0,A142,A153,3,A174,1,A192,A202,A92,0
A13,64,A32,A49,15562,A63,A73,1,A103,3,A122,1,A142,A153,3,A174,1,A192,A202,A92,0
A13,64,A32,A49,15562,A63,A72,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,64,A32,A49,15562,A63,A72,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0
A13,64,A31,A49,15562,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,64,A31,A49,15562,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0
A13,54,A32,A48,18000,A63,A73,1,A103,3,A122,0,A143,A153,3,A173,1,A192,A202,A92,0
A13,54,A32,A48,18000,A63,A73,1,A103,3,A122,1,A143,A153,3,A173,1,A192,A202,A92,0
A13,44,A32,A49,19312,A63,A73,1,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,0
A13,44,A32,A49,19312,A63,A73,1,A103,3,A122,1,A143,A153,3,A174,1,A192,A202,A92,0
A13,44,A32,A49,18062,A63,A73,3,A103,3,A122,0,A143,A153,3,A174,1,A192,A202,A92,0
